image,label,edge_density,contrast,homogeneity,energy,correlation,entropy,mean_L,mean_A,mean_B,corrosion_area_fraction
01401e0891.jpg,0,0.03100883,1.8589245675848818,0.769562192105182,0.16707529875114302,0.9815678611949404,14.254416515807801,31.801538,-2.1063402,2.3782113,0.7414301658163265
01a5aee1ab.jpg,0,0.010792021,0.18267536835361947,0.9547991633910586,0.353038714443948,0.994734129679304,8.802986674061927,73.22578,-1.3380846,-16.685423,0.5144889987244898
037f0f3b6a.jpg,0,0.08899638,6.733844490711083,0.5848522895728893,0.10754194744717685,0.944519007015542,14.472713280394249,60.056576,6.040912,0.7422528,0.37631536989795916
039219204d.jpg,0,0.08417418,8.538516976297245,0.5377127523301679,0.12276056047993143,0.9417413917772575,7.652359926990402,35.998573,0.48953885,-7.5963397,0.5613042091836735
03c66b67be.jpg,0,0.040245876,2.0111507046764894,0.7845029990286322,0.19487150283032978,0.9808117803198552,12.32220222941082,56.00566,-6.550436,-26.838713,0.3838687818877551
05bc6d28ff.jpg,0,0.07030481,5.616752081998719,0.4957688997753533,0.11499476902451927,0.9280912760468164,14.880842864322878,37.511433,0.097106434,-5.5761085,0.6079599808673469
05ec049237.jpg,0,0.034274403,1.6621156310057654,0.8282599455879429,0.19179875933999205,0.9885396665093652,13.31009933536842,40.788082,6.377332,-6.697207,0.623664700255102
062a79b3ab.jpg,0,0.068372324,5.272701793721973,0.5453064423835323,0.09439430244566474,0.9500539336519236,14.862284017696394,45.39872,18.911339,3.6168337,0.44796316964285715
067d5bf781.jpg,0,0.01782293,1.0532511210762334,0.891561903437964,0.48420826159182634,0.9966626269880209,5.71228406002877,55.662453,-0.34091127,-8.833976,0.46914859693877553
07ad6490bb.jpg,0,0.02065635,2.148002081998719,0.9366955160651532,0.38152040951150723,0.988228370575324,7.762879491381336,42.545673,-1.4317535,-4.553662,0.729133450255102
087d802712.jpg,0,0.04467073,5.156510249839846,0.7651027322263804,0.15742516606778426,0.9703392135486738,14.099140007478525,45.060223,14.187682,19.89453,0.5204878826530612
0923be5720.jpg,0,0.037465945,2.573050128122998,0.7816894477524772,0.18111618444369373,0.959157184410503,13.79837966990414,28.846752,3.85031,6.6527777,0.7512555803571429
0940ca355a.jpg,0,0.082376264,7.125340326713646,0.6366726237759668,0.2159937664703495,0.960361878054872,10.344749569637152,57.682945,-0.28240907,-7.9585423,0.5251713966836735
09704ba434.jpg,0,0.048510317,3.480781550288277,0.6968725214683986,0.14150214639081043,0.9656357820764251,14.37751056632121,39.29103,6.291841,-4.459638,0.6711375956632653
09b98e6b0e.jpg,0,0.07814315,6.220291479820628,0.6400520067743319,0.1295476565444825,0.9385537229183901,10.95781103734452,37.381718,0.18448265,-8.605856,0.674445950255102
